work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size,employee_residence_c,employee_continent,company_location_c,company_location_continent,salary_usd_ajust,reside_en_mismo_pais
2023,Senior,Full-time,Data Scientist,201450,remote,M,United States of America,América,United States of America,América,201450.0,Sí
2023,Senior,Full-time,Computer Vision Engineer,280000,in company,M,United States of America,América,United States of America,América,280000.0,Sí
2023,Senior,Full-time,Computer Vision Engineer,210000,in company,M,United States of America,América,United States of America,América,210000.0,Sí
2023,Senior,Full-time,Data Architect,280100,remote,M,United States of America,América,United States of America,América,280100.0,Sí
2023,Senior,Full-time,Data Architect,168100,remote,M,United States of America,América,United States of America,América,168100.0,Sí
2023,Senior,Full-time,Data Engineer,193500,remote,M,United States of America,América,United States of America,América,193500.0,Sí
2023,Senior,Full-time,Data Engineer,139000,remote,M,United States of America,América,United States of America,América,139000.0,Sí
2023,Mid-level,Full-time,Data Scientist,65062,in company,L,Hong Kong,Asia,Hong Kong,Asia,64671.628,Sí
2023,Senior,Full-time,Machine Learning Engineer,150000,remote,M,Portugal,Europa,United States of America,América,150000.0,No
2023,Mid-level,Full-time,Applied Machine Learning Engineer,69751,remote,S,India,Asia,Germany,Europa,67518.968,No
2022,Entry-level,Full-time,AI Developer,300000,hibrido,L,India,Asia,India,Asia,279902.8975776045,Sí
2023,Mid-level,Full-time,Machine Learning Engineer,96578,remote,L,Netherlands,Europa,Netherlands,Europa,95901.954,Sí
2023,Senior,Full-time,Business Intelligence Engineer,185900,in company,M,United States of America,América,United States of America,América,185900.0,Sí
2023,Senior,Full-time,Business Intelligence Engineer,129300,in company,M,United States of America,América,United States of America,América,129300.0,Sí
2023,Senior,Full-time,Data Engineer,225000,remote,M,United States of America,América,United States of America,América,225000.0,Sí
2023,Senior,Full-time,Data Engineer,175000,remote,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Senior,Full-time,Data Engineer,185000,in company,M,United States of America,América,United States of America,América,185000.0,Sí
2023,Senior,Full-time,Data Engineer,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Senior,Full-time,Data Scientist,48289,in company,M,Spain,Europa,Spain,Europa,47130.064,Sí
2023,Senior,Full-time,Data Scientist,38631,in company,M,Spain,Europa,Spain,Europa,37703.856,Sí
2023,Senior,Full-time,Data Scientist,105000,in company,M,United States of America,América,United States of America,América,105000.0,Sí
2023,Senior,Full-time,Data Scientist,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Entry-level,Full-time,Machine Learning Engineer,163196,in company,M,United States of America,América,United States of America,América,163196.0,Sí
2023,Entry-level,Full-time,Machine Learning Engineer,145885,in company,M,United States of America,América,United States of America,América,145885.0,Sí
2023,Senior,Full-time,Data Engineer,217000,remote,M,United States of America,América,United States of America,América,217000.0,Sí
2023,Senior,Full-time,Data Engineer,185000,remote,M,United States of America,América,United States of America,América,185000.0,Sí
2023,Senior,Full-time,Data Analyst,202800,in company,L,United States of America,América,United States of America,América,202800.0,Sí
2023,Senior,Full-time,Data Analyst,104300,in company,L,United States of America,América,United States of America,América,104300.0,Sí
2023,Senior,Full-time,Data Analyst,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Analyst,65000,in company,M,United States of America,América,United States of America,América,65000.0,Sí
2023,Senior,Full-time,Data Engineer,165000,in company,M,United States of America,América,United States of America,América,165000.0,Sí
2023,Senior,Full-time,Data Engineer,132300,in company,M,United States of America,América,United States of America,América,132300.0,Sí
2023,Senior,Full-time,Data Engineer,179170,in company,M,United States of America,América,United States of America,América,179170.0,Sí
2023,Senior,Full-time,Data Engineer,94300,in company,M,United States of America,América,United States of America,América,94300.0,Sí
2023,Senior,Full-time,Analytics Engineer,152500,in company,M,United States of America,América,United States of America,América,152500.0,Sí
2023,Senior,Full-time,Analytics Engineer,116450,in company,M,United States of America,América,United States of America,América,116450.0,Sí
2023,Senior,Full-time,Data Engineer,247300,in company,M,United States of America,América,United States of America,América,247300.0,Sí
2023,Senior,Full-time,Data Engineer,133800,in company,M,United States of America,América,United States of America,América,133800.0,Sí
2023,Senior,Full-time,Research Engineer,203000,in company,M,United States of America,América,United States of America,América,203000.0,Sí
2023,Senior,Full-time,Research Engineer,133000,in company,M,United States of America,América,United States of America,América,133000.0,Sí
2023,Entry-level,Full-time,Research Scientist,220000,hibrido,L,United States of America,América,United States of America,América,220000.0,Sí
2022,Entry-level,Full-time,Machine Learning Engineer,56536,remote,S,Switzerland,Europa,Switzerland,Europa,54933.18857758373,Sí
2023,Senior,Full-time,Data Scientist,150000,in company,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Data Scientist,120000,in company,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Analytics Engineer,289800,in company,M,United States of America,América,United States of America,América,289800.0,Sí
2023,Senior,Full-time,Analytics Engineer,214000,in company,M,United States of America,América,United States of America,América,214000.0,Sí
2023,Senior,Full-time,Analytics Engineer,179820,in company,M,United States of America,América,United States of America,América,179820.0,Sí
2023,Senior,Full-time,Analytics Engineer,143860,in company,M,United States of America,América,United States of America,América,143860.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,283200,remote,M,United States of America,América,United States of America,América,283200.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,188800,remote,M,United States of America,América,United States of America,América,188800.0,Sí
2023,Senior,Full-time,Analytics Engineer,289800,in company,M,United States of America,América,United States of America,América,289800.0,Sí
2023,Senior,Full-time,Analytics Engineer,214200,in company,M,United States of America,América,United States of America,América,214200.0,Sí
2023,Senior,Full-time,Data Engineer,185900,in company,M,United States of America,América,United States of America,América,185900.0,Sí
2023,Senior,Full-time,Data Engineer,129300,in company,M,United States of America,América,United States of America,América,129300.0,Sí
2023,Senior,Full-time,Data Engineer,252000,in company,M,United States of America,América,United States of America,América,252000.0,Sí
2023,Senior,Full-time,Data Engineer,129000,in company,M,United States of America,América,United States of America,América,129000.0,Sí
2023,Mid-level,Full-time,Data Analytics Manager,155000,in company,M,United States of America,América,United States of America,América,155000.0,Sí
2023,Mid-level,Full-time,Data Analytics Manager,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Senior,Full-time,Data Engineer,161800,remote,M,United States of America,América,United States of America,América,161800.0,Sí
2023,Senior,Full-time,Data Engineer,141600,remote,M,United States of America,América,United States of America,América,141600.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,342300,in company,L,United States of America,América,United States of America,América,342300.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,176100,in company,L,United States of America,América,United States of America,América,176100.0,Sí
2023,Mid-level,Full-time,Data Engineer,100000,remote,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Mid-level,Full-time,Data Engineer,70000,remote,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Entry-level,Full-time,Data Engineer,85000,in company,M,United States of America,América,United States of America,América,85000.0,Sí
2023,Entry-level,Full-time,Data Engineer,65000,in company,M,United States of America,América,United States of America,América,65000.0,Sí
2023,Senior,Full-time,Data Scientist,138784,remote,M,United States of America,América,United States of America,América,138784.0,Sí
2023,Senior,Full-time,Data Scientist,83270,remote,M,United States of America,América,United States of America,América,83270.0,Sí
2023,Entry-level,Full-time,Data Analyst,75000,in company,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Entry-level,Full-time,Data Analyst,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Senior,Full-time,Data Analyst,204500,in company,M,United States of America,América,United States of America,América,204500.0,Sí
2023,Senior,Full-time,Data Analyst,138900,in company,M,United States of America,América,United States of America,América,138900.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,318300,remote,M,United States of America,América,United States of America,América,318300.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,212200,remote,M,United States of America,América,United States of America,América,212200.0,Sí
2023,Senior,Full-time,Data Engineer,95000,remote,M,United States of America,América,United States of America,América,95000.0,Sí
2023,Senior,Full-time,Data Engineer,75000,remote,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Senior,Full-time,Data Scientist,195000,in company,M,United States of America,América,United States of America,América,195000.0,Sí
2023,Senior,Full-time,Data Scientist,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Senior,Full-time,Analytics Engineer,230000,in company,M,United States of America,América,United States of America,América,230000.0,Sí
2023,Senior,Full-time,Analytics Engineer,143200,in company,M,United States of America,América,United States of America,América,143200.0,Sí
2023,Mid-level,Full-time,Data Engineer,100000,remote,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Mid-level,Full-time,Data Engineer,70000,remote,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Mid-level,Full-time,Business Data Analyst,105000,hibrido,L,United States of America,América,United States of America,América,105000.0,Sí
2023,Mid-level,Full-time,Applied Data Scientist,20670,remote,L,India,Asia,India,Asia,20297.94,Sí
2023,Mid-level,Full-time,Data Analyst,46178,in company,M,United Kingdom,Europa,United Kingdom,Europa,44607.948,Sí
2023,Mid-level,Full-time,Data Analyst,42533,in company,M,United Kingdom,Europa,United Kingdom,Europa,41086.878,Sí
2023,Senior,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Engineer,115000,in company,M,United States of America,América,United States of America,América,115000.0,Sí
2023,Senior,Full-time,Data Analyst,168400,in company,M,United States of America,América,United States of America,América,168400.0,Sí
2023,Senior,Full-time,Data Analyst,105200,in company,M,United States of America,América,United States of America,América,105200.0,Sí
2023,Senior,Full-time,Applied Scientist,309400,in company,L,United States of America,América,United States of America,América,309400.0,Sí
2023,Senior,Full-time,Applied Scientist,159100,in company,L,United States of America,América,United States of America,América,159100.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,190000,in company,M,United States of America,América,United States of America,América,190000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,150000,in company,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Mid-level,Full-time,Data Engineer,162500,in company,M,United States of America,América,United States of America,América,162500.0,Sí
2023,Mid-level,Full-time,Data Engineer,130000,in company,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Analytics Engineer,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Analytics Engineer,120000,remote,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Engineer,120000,in company,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Applied Scientist,222200,in company,L,United States of America,América,United States of America,América,222200.0,Sí
2023,Senior,Full-time,Applied Scientist,136000,in company,L,United States of America,América,United States of America,América,136000.0,Sí
2023,Senior,Full-time,Data Analyst,54685,remote,M,Central African Republic,África,Central African Republic,África,51781.2265,Sí
2023,Senior,Full-time,Data Analyst,42533,remote,M,Central African Republic,África,Central African Republic,África,40274.4977,Sí
2023,Senior,Full-time,Data Engineer,241000,in company,M,United States of America,América,United States of America,América,241000.0,Sí
2023,Senior,Full-time,Data Engineer,155000,in company,M,United States of America,América,United States of America,América,155000.0,Sí
2023,Senior,Full-time,Data Engineer,220000,remote,M,United States of America,América,United States of America,América,220000.0,Sí
2023,Senior,Full-time,Data Engineer,190000,remote,M,United States of America,América,United States of America,América,190000.0,Sí
2023,Mid-level,Full-time,Data Scientist,66837,in company,M,United Kingdom,Europa,United Kingdom,Europa,64564.542,Sí
2023,Mid-level,Full-time,Data Scientist,54685,in company,M,United Kingdom,Europa,United Kingdom,Europa,52825.71,Sí
2020,Executive,Full-time,Staff Data Analyst,15000,in company,M,Nigeria,África,Canada,América,15000.0,No
2023,Mid-level,Full-time,ETL Engineer,85066,remote,M,United Kingdom,Europa,United Kingdom,Europa,82173.756,Sí
2023,Mid-level,Full-time,ETL Engineer,57723,remote,M,United Kingdom,Europa,United Kingdom,Europa,55760.418,Sí
2023,Entry-level,Full-time,Data Analyst,85000,remote,M,United States of America,América,United States of America,América,85000.0,Sí
2023,Entry-level,Full-time,Data Analyst,75000,remote,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Senior,Full-time,Data Engineer,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Senior,Full-time,Data Engineer,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Mid-level,Full-time,Machine Learning Engineer,300000,in company,M,United States of America,América,United States of America,América,300000.0,Sí
2023,Mid-level,Full-time,Machine Learning Engineer,250000,in company,M,United States of America,América,United States of America,América,250000.0,Sí
2023,Senior,Full-time,Data Scientist,228000,in company,M,United States of America,América,United States of America,América,228000.0,Sí
2023,Senior,Full-time,Data Scientist,186000,in company,M,United States of America,América,United States of America,América,186000.0,Sí
2023,Senior,Full-time,Data Scientist,190000,in company,M,United States of America,América,United States of America,América,190000.0,Sí
2023,Senior,Full-time,Data Scientist,170000,in company,M,United States of America,América,United States of America,América,170000.0,Sí
2023,Mid-level,Full-time,Research Engineer,230000,in company,M,United States of America,América,United States of America,América,230000.0,Sí
2023,Mid-level,Full-time,Research Engineer,200000,in company,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Senior,Full-time,Data Architect,180000,remote,M,United States of America,América,United States of America,América,180000.0,Sí
2023,Senior,Full-time,Data Architect,115000,remote,M,United States of America,América,United States of America,América,115000.0,Sí
2023,Senior,Full-time,Data Architect,200000,remote,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Senior,Full-time,Data Architect,115000,remote,M,United States of America,América,United States of America,América,115000.0,Sí
2023,Senior,Full-time,Data DevOps Engineer,53654,hibrido,S,France,Europa,France,Europa,51990.726,Sí
2023,Executive,Full-time,Data Engineer,220000,in company,M,United States of America,América,United States of America,América,220000.0,Sí
2023,Executive,Full-time,Data Engineer,205000,in company,M,United States of America,América,United States of America,América,205000.0,Sí
2023,Mid-level,Full-time,Data Engineer,180000,in company,M,United States of America,América,United States of America,América,180000.0,Sí
2023,Mid-level,Full-time,Data Engineer,130000,in company,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Data Engineer,200000,remote,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Senior,Full-time,Data Engineer,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Computer Vision Engineer,215000,in company,M,United States of America,América,United States of America,América,215000.0,Sí
2023,Senior,Full-time,Computer Vision Engineer,170000,in company,M,United States of America,América,United States of America,América,170000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,247500,in company,M,United States of America,América,United States of America,América,247500.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,172200,in company,M,United States of America,América,United States of America,América,172200.0,Sí
2023,Senior,Full-time,Data Scientist,224000,in company,M,Canada,América,Canada,América,217952.0,Sí
2023,Senior,Full-time,Data Scientist,176000,in company,M,Canada,América,Canada,América,171248.0,Sí
2023,Senior,Full-time,Data Analyst,120000,remote,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Data Analyst,75000,remote,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Entry-level,Full-time,Data Engineer,17022,remote,L,India,Asia,India,Asia,16715.604,Sí
2023,Senior,Full-time,Applied Data Scientist,68318,remote,M,Australia,Australia y Oceanía,Finland,Europa,66336.778,No
2023,Mid-level,Full-time,AI Developer,75020,in company,M,Finland,Europa,Finland,Europa,72844.42,Sí
2023,Senior,Full-time,Data Analyst,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Senior,Full-time,Data Analyst,120000,in company,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Data Engineer,128000,in company,M,United States of America,América,United States of America,América,128000.0,Sí
2023,Senior,Full-time,Data Engineer,81500,in company,M,United States of America,América,United States of America,América,81500.0,Sí
2023,Senior,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Engineer,115000,in company,M,United States of America,América,United States of America,América,115000.0,Sí
2023,Senior,Full-time,Data Engineer,185000,in company,M,United States of America,América,United States of America,América,185000.0,Sí
2023,Senior,Full-time,Data Engineer,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Executive,Full-time,Head of Data,329500,in company,M,United States of America,América,United States of America,América,329500.0,Sí
2023,Executive,Full-time,Head of Data,269600,in company,M,United States of America,América,United States of America,América,269600.0,Sí
2023,Senior,Full-time,Data Quality Analyst,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Senior,Full-time,Data Quality Analyst,80000,in company,M,United States of America,América,United States of America,América,80000.0,Sí
2023,Senior,Full-time,Data Scientist,250000,in company,M,United States of America,América,United States of America,América,250000.0,Sí
2023,Senior,Full-time,Data Scientist,162500,in company,M,United States of America,América,United States of America,América,162500.0,Sí
2023,Mid-level,Full-time,AI Developer,200000,remote,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Senior,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Engineer,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Executive,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Executive,Full-time,Data Engineer,115000,in company,M,United States of America,América,United States of America,América,115000.0,Sí
2023,Senior,Full-time,Data Scientist,203500,in company,M,United States of America,América,United States of America,América,203500.0,Sí
2023,Senior,Full-time,Data Scientist,152000,in company,M,United States of America,América,United States of America,América,152000.0,Sí
2023,Senior,Full-time,Data Scientist,239000,in company,L,United States of America,América,United States of America,América,239000.0,Sí
2023,Senior,Full-time,Data Scientist,122900,in company,L,United States of America,América,United States of America,América,122900.0,Sí
2023,Senior,Full-time,Data Scientist,237000,in company,M,United States of America,América,United States of America,América,237000.0,Sí
2023,Senior,Full-time,Data Scientist,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Science Manager,191765,in company,M,United States of America,América,United States of America,América,191765.0,Sí
2023,Senior,Full-time,Data Science Manager,134236,in company,M,United States of America,América,United States of America,América,134236.0,Sí
2023,Senior,Full-time,Analytics Engineer,190000,remote,M,United States of America,América,United States of America,América,190000.0,Sí
2023,Senior,Full-time,Analytics Engineer,112000,remote,M,United States of America,América,United States of America,América,112000.0,Sí
2022,Senior,Full-time,Data Scientist,88256,remote,L,Spain,Europa,United Kingdom,Europa,81264.31658328976,No
2023,Entry-level,Full-time,Data Engineer,85000,in company,M,United States of America,América,United States of America,América,85000.0,Sí
2023,Entry-level,Full-time,Data Engineer,65000,in company,M,United States of America,América,United States of America,América,65000.0,Sí
2023,Senior,Full-time,Data Analyst,135000,in company,M,United States of America,América,United States of America,América,135000.0,Sí
2023,Senior,Full-time,Data Analyst,105500,in company,M,United States of America,América,United States of America,América,105500.0,Sí
2023,Senior,Full-time,Research Engineer,293000,in company,M,United States of America,América,United States of America,América,293000.0,Sí
2023,Senior,Full-time,Research Engineer,185000,in company,M,United States of America,América,United States of America,América,185000.0,Sí
2023,Senior,Full-time,Data Analyst,80000,in company,M,United States of America,América,United States of America,América,80000.0,Sí
2023,Senior,Full-time,Data Analyst,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Senior,Full-time,Data Engineer,220000,remote,M,United States of America,América,United States of America,América,220000.0,Sí
2023,Senior,Full-time,Data Engineer,160000,remote,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Senior,Full-time,Data Scientist,175000,remote,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Senior,Full-time,Data Scientist,145000,remote,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Analyst,200000,in company,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Senior,Full-time,Data Analyst,148500,in company,M,United States of America,América,United States of America,América,148500.0,Sí
2023,Senior,Full-time,Data Scientist,48289,in company,M,Spain,Europa,Spain,Europa,47130.064,Sí
2023,Senior,Full-time,Data Scientist,38631,in company,M,Spain,Europa,Spain,Europa,37703.856,Sí
2023,Senior,Full-time,Data Engineer,240500,in company,L,United States of America,América,United States of America,América,240500.0,Sí
